"","id","player","team","overall_ecr","adp","adp_sd","uncertainty","tier","proj_fp_avg","player_type","seasons_played","hist_fp_avg","hist_delta_avg","hist_delta_last","proj_fp_median","proj_sd","num_sources","projection_rank","replacement_points","vor","vor_rank","aav","career_games","hist_fp_max","last_season_fp","pos"
"25","17042","Ashton Jeanty","LVR",17.68,13.166,2.76133011427464,0.42,6,369.751428571429,"Young (1-2yrs)",1,324.9,44.8514285714286,44.8514285714286,361.07,24.5193110483495,6,5,197.56,172.191428571429,5,41.1265,17,324.9,324.9,"RB"
"26","16167","De'Von Achane","MIA",27.39,14,3.92570503222033,0.3,5,366.674285714286,"Veteran (3+ yrs)",3,325.533333333333,41.1409523809524,-27.5257142857143,363.58,21.6617626684617,6,6,197.56,169.114285714286,6,39.538,44,394.2,394.2,"RB"
"27","15715","James Cook","BUF",10.04,11.008,3.56932710745317,0.08,5,365.797142857143,"Veteran (3+ yrs)",4,289.975,75.8221428571429,-29.1028571428571,357.7,15.0961371596464,6,7,197.56,168.237142857143,7,46.3085,66,394.9,394.9,"RB"
"28","12626","Derrick Henry","BAL",15.51,19.022,12.1838522643702,0.19,4,358.817142857143,"Veteran (3+ yrs)",10,322.298,36.5191428571429,-12.7828571428572,367.85,18.5708703029644,6,8,197.56,161.257142857143,8,42.028,152,444.5,371.6,"RB"
"29","16181","Chase Brown","CIN",23.33,17.64,4.91783692287575,0.13,6,354.731428571429,"Veteran (3+ yrs)",3,246.2,108.531428571429,4.53142857142859,350.71,18.2514533015606,6,9,197.56,157.171428571429,9,37.878,45,350.2,350.2,"RB"
"30","13604","Saquon Barkley","PHI",16.55,16.986,6.63391769620335,0.08,6,352.681428571429,"Veteran (3+ yrs)",8,302.8125,49.8689285714286,38.3814285714286,353.29,16.3530011807939,6,10,197.56,155.121428571429,10,49,106,462.1,314.3,"RB"
"31","17044","Omarion Hampton","LAC",25.16,20.03,3.03336117203343,0.37,7,335.714,"Young (1-2yrs)",1,172.9,162.814,162.814,338.9,28.675075937127,5,11,197.56,138.154,11,36.538,9,172.9,172.9,"RB"
"32","15711","Kenneth Walker","KCC",24.82,21.748,4.43900619508466,0.42,6,334.72,"Veteran (3+ yrs)",4,255.325,79.395,76.52,336.5,23.8643457903208,5,12,197.56,137.16,12,38.371,58,270.9,258.2,"RB"
"33","14073","Josh Jacobs","GBP",37.36,31.638,13.1312579747715,0.09,6,330.244,"Veteran (3+ yrs)",7,320.071428571429,10.1725714285715,22.944,328.8,17.059445477506,5,13,197.56,132.684,13,30.8495,105,430.3,307.3,"RB"
"34","17472","Jeremiyah Love","ARI",44.11,29.048,2.28771851415335,0.43,8,324.41,"Rookie/No History",NA,NA,NA,NA,333.7,33.2194671841678,5,14,197.56,126.85,14,56.609,NA,NA,NA,"RB"
"35","15710","Kyren Williams","LAR",32.75,29.148,7.04150665695915,0.07,7,319.412,"Veteran (3+ yrs)",4,267.575,51.837,-21.588,318.06,11.2629356741482,5,15,197.56,121.852,15,30.348,53,366.9,341,"RB"
"36","15256","Javonte Williams","DAL",36.53,34.38,8.81909972729643,0.56,7,317.776,"Veteran (3+ yrs)",5,216.04,101.736,-0.623999999999967,306.8,34.8951841949573,5,16,197.56,120.216,16,28.6115,70,318.4,318.4,"RB"
"37","15253","Travis Etienne","NOS",50.15,45.192,7.26892124045927,0.36,8,312.434,"Veteran (3+ yrs)",4,283.675,28.759,-19.466,300.7,20.9820466113294,5,17,197.56,114.874,17,22.0615,66,358.5,331.9,"RB"
"38","17045","Cam Skattebo","NYG",52.4,37.232,6.97661063841175,0.19,8,309.856,"Young (1-2yrs)",1,156,153.856,153.856,313.1,17.7170449003213,5,18,197.56,112.296,18,19.1185,8,156,156,"RB"
"39","17051","Quinshon Judkins","CLE",54.25,48.094,7.2636673932663,0.68,9,308.21,"Young (1-2yrs)",1,236.8,71.4100000000001,71.4100000000001,293.1,33.9314824315119,5,19,197.56,110.65,19,17.837,14,236.8,236.8,"RB"
"40","16598","Bucky Irving","TBB",56.04,47.804,9.24622431049561,0.53,8,307.086,"Young (1-2yrs)",2,248.45,58.636,116.686,307.3,26.2499139046207,5,20,197.56,109.526,20,14.541,27,306.5,190.4,"RB"
"41","15708","Breece Hall","NYJ",42.34,34.434,5.49324530673808,0.78,8,306.662,"Veteran (3+ yrs)",4,268.665,37.997,26.102,322.9,53.3069715890895,5,21,197.56,109.102,21,26.5455,56,355.4,280.56,"RB"
"42","14797","D'Andre Swift","CHI",53.41,48.14,12.4416510158419,0.3,9,279.994,"Veteran (3+ yrs)",6,258.15,21.8440000000001,-15.506,276,24.4664807440711,5,22,197.56,82.434,22,18.689,89,295.5,295.5,"RB"
"43","17052","Bhayshul Tuten","JAC",61.98,55.59,9.59825817531493,0.07,9,277.29,"Young (1-2yrs)",1,113.5,163.79,163.79,277.5,21.0739293915492,5,23,197.56,79.73,23,13.164,15,113.5,113.5,"RB"
"44","14071","David Montgomery","HOU",55.79,55.592,10.6933070656369,0.27,9,271.05,"Veteran (3+ yrs)",7,262.977142857143,8.07285714285717,58.73,265,18.2394490048357,5,24,197.56,73.49,24,19.861,105,336.9,212.32,"RB"
"45","17043","TreVeyon Henderson","NEP",64.19,58.662,5.80535752559651,0.53,10,265.05,"Young (1-2yrs)",1,260.2,4.84999999999997,4.84999999999997,254.5,29.5031777949427,5,25,197.56,67.49,25,12.6645,17,260.2,260.2,"RB"
"46","14085","Tony Pollard","TEN",77.67,80.11,13.1484280429259,0.14,10,252.076,"Veteran (3+ yrs)",7,228.242857142857,23.8331428571429,-6.32400000000004,253.98,14.4731779509547,5,26,197.56,54.516,26,11.24,111,306.7,258.4,"RB"
"47","15742","Jaylen Warren","PIT",76.55,76.528,8.31653148854737,0.24,10,249.312,"Veteran (3+ yrs)",4,199.5,49.812,-31.0880000000001,258.3,15.4602302699539,5,27,197.56,51.752,27,10.8315,64,280.4,280.4,"RB"
"48","14823","Rico Dowdle","PIT",81.91,81.902,13.3715853959058,0.22,10,244.952,"Veteran (3+ yrs)",5,135.62,109.332,-42.148,247.9,15.9084103542749,5,28,197.56,47.392,28,8.5175,56,287.1,287.1,"RB"
"49","17473","Jadarian Price","SEA",64.53,63.064,8.27965844706169,0.91,10,239.49,"Rookie/No History",NA,NA,NA,NA,261.3,57.7325125037877,5,29,197.56,41.93,29,28.7515,NA,NA,NA,"RB"
"50","15259","Rhamondre Stevenson","NEP",77.65,81.942,10.8764376520991,0.36,10,236.964,"Veteran (3+ yrs)",5,221.44,15.524,23.164,233.6,18.1830822469679,5,30,197.56,39.404,30,9.8505,70,312.1,213.8,"RB"
"51","15261","Chuba Hubbard","CAR",92.71,86.988,11.3478163538189,0.31,11,235.442,"Veteran (3+ yrs)",5,208.3,27.142,69.842,225,16.4861099110736,5,31,197.56,37.882,31,8.8405,77,314.6,165.6,"RB"
"52","14800","JK Dobbins","DEN",85.87,90.872,13.4051712409801,0.31,10,232.188,"Veteran (3+ yrs)",5,147.94,84.248,70.388,235,18.8753733737905,5,32,197.56,34.628,32,8.562,47,250.3,161.8,"RB"
"53","17068","RJ Harvey","DEN",108.05,86.176,13.8745531099203,0.65,11,220.026,"Young (1-2yrs)",1,250.4,-30.374,-30.374,222.93,33.0567750998188,5,33,197.56,22.466,33,5.7795,17,250.4,250.4,"RB"
"54","17066","Kyle Monangai","CHI",95.45,100.62,10.623278213433,0.17,11,218.066,"Young (1-2yrs)",1,193.4,24.666,24.666,225.53,15.894488982034,5,34,197.56,20.506,34,5.6595,17,193.4,193.4,"RB"
"55","17256","Jacory Croskey-Merritt","WAS",96.38,104.514,13.2190961869562,0.11,11,199.306,"Young (1-2yrs)",1,192.8,6.506,6.506,200,13.7728239660572,5,35,197.56,1.74600000000001,35,5.5635,17,192.8,192.8,"RB"
"56","16597","Jonathon Brooks","CAR",92.58,96.594,11.316928205127,0.72,12,197.692,"Young (1-2yrs)",1,10.2,187.492,187.492,195.46,35.2866025567778,5,36,197.56,0.132000000000005,36,9.1295,3,10.2,10.2,"RB"
"57","15972","Jordan Mason","MIN",99.58,108.47,18.0573774397059,0.46,12,197.56,"Veteran (3+ yrs)",4,109.725,87.835,20.96,205.4,22.6332277857137,5,37,197.56,0,37,5.8715,56,176.6,176.6,"RB"
"58","13319","Aaron Jones","MIN",118.67,118.292,12.2915831364393,0.32,13,196.902,"Veteran (3+ yrs)",9,251.677777777778,-54.7757777777778,38.602,204.51,23.6415528254808,5,38,197.56,-0.658000000000015,38,6.132,124,385.6,158.3,"RB"
"59","15721","Rachaad White","WAS",110.41,117.83,14.3939320548626,0.51,12,194.156,"Veteran (3+ yrs)",4,238.675,-44.519,11.556,196.2,22.2517792547023,5,39,197.56,-3.404,39,8.1295,66,349.5,182.6,"RB"
"60","15255","Kenneth Gainwell","TBB",115.39,113.398,10.3544510235937,0.6,13,193.054,"Rookie/No History",NA,NA,NA,NA,212.87,37.2582283529424,5,40,197.56,-4.506,40,6.679,NA,NA,NA,"RB"
"61","16593","Blake Corum","LAR",87.2,103.678,9.18572022217093,0.2,12,184.718,"Young (1-2yrs)",2,108.3,76.418,19.018,180.1,17.2629406533186,5,41,197.56,-12.842,41,5.293,32,165.7,165.7,"RB"
"62","17053","Woody Marks","HOU",135.26,136.784,16.3400239901905,0.14,14,175.048,"Young (1-2yrs)",1,203.9,-28.852,-28.852,173.7,11.9383633719199,5,42,197.56,-22.512,42,3.195,16,203.9,203.9,"RB"
"63","16165","Tyjae Spears","TEN",154.39,156.0475,20.1100924600062,0.35,14,168.662,"Veteran (3+ yrs)",3,151.966666666667,16.6953333333333,35.362,173.4,18.0889529824144,5,43,197.56,-28.898,43,4.67066666666667,42,183.8,133.3,"RB"
"64","16169","Zach Charbonnet","SEA",136.53,126.678,6.38256500162748,0.69,13,165.142,"Veteran (3+ yrs)",3,200.166666666667,-35.0246666666667,-69.458,164.9,23.3590522067998,5,44,197.56,-32.418,44,5.467,49,234.6,234.6,"RB"
"65","16747","Tyrone Tracy","NYG",130.53,138.08,17.1382939641027,0.29,14,161.22,"Young (1-2yrs)",2,226.75,-65.53,-52.38,162.7,19.6690620010208,5,45,197.56,-36.34,45,3.119,32,239.9,213.6,"RB"
"66","13132","Alvin Kamara","NOS",152.62,142.97,19.7392421333748,0.61,15,154.554,"Veteran (3+ yrs)",9,314.28,-159.726,14.554,158.2,28.8259619093622,5,46,197.56,-43.006,46,3.8115,126,433.9,140,"RB"
"67","15749","Isiah Pacheco","DET",146.32,145.414,19.0278423369545,0.44,15,151.612,"Veteran (3+ yrs)",4,166.475,-14.863,28.912,150.1,19.5329393589393,5,47,197.56,-45.948,47,3.1295,51,275.4,122.7,"RB"
"68","16174","Chris Rodriguez","JAC",116.32,138.296,15.7223237468257,0.61,14,136.856,"Veteran (3+ yrs)",3,73.6,63.256,11.256,135.9,26.9875652847751,5,48,197.56,-60.704,48,4.1265,28,125.6,125.6,"RB"
"69","15712","Tyler Allgeier","ARI",130.12,147,15.9712629431739,0.23,15,133.102,"Veteran (3+ yrs)",4,180.75,-47.648,-32.798,137.4,15.6648338644238,5,49,197.56,-64.458,49,3.7105,67,220.4,165.9,"RB"
"70","15716","Brian Robinson","ATL",151.04,149.666,24.5915282973629,0.25,16,122.976,"Veteran (3+ yrs)",4,182.425,-59.449,32.876,127.4,12.058684837079,5,50,197.56,-74.584,50,5.212,58,249.5,90.1,"RB"
"71","17047","Dylan Sampson","CLE",161.82,171.436666666667,9.43930906134318,0.54,16,118.29,"Young (1-2yrs)",1,107.1,11.19,11.19,102,26.0237968021578,5,51,197.56,-79.27,51,0.979333333333333,15,107.1,107.1,"RB"
"72","14086","Justice Hill","BAL",248.93,208.795,28.475,0.59,16,113.802,"Veteran (3+ yrs)",6,81.0833333333333,32.7186666666666,43.202,112.7,16.2380269737428,5,52,197.56,-83.758,52,1.446,83,141.2,70.6,"RB"
"73","14095","Ty Johnson","BUF",263.68,195.12,NA,0.45,16,108.91,"Veteran (3+ yrs)",7,86.6285714285714,22.2814285714286,-6.39,107,9.48659580671592,5,53,197.56,-88.65,53,1.01333333333333,97,135.3,115.3,"RB"
"74","16596","Braelon Allen","NYJ",168.76,179.43,19.9440028580022,0.69,16,108.804,"Young (1-2yrs)",2,66.75,42.054,88.104,100.5,30.5060171113831,5,54,197.56,-88.756,54,2.15733333333333,21,112.8,20.7,"RB"
"75","16164","Tank Bigsby","PHI",148.41,153.226,17.3016919403855,0.54,16,107.908,"Veteran (3+ yrs)",3,97.3,10.608,35.208,110.14,20.7920494420343,5,55,197.56,-89.652,55,3.322,44,179.4,72.7,"RB"
"76","13138","Kareem Hunt","FA",318.82,204.05,NA,0.49,16,107.9,"Veteran (3+ yrs)",9,213.033333333333,-105.133333333333,-86.4,107.9,NA,1,56,197.56,-89.66,56,NA,121,376.8,194.3,"RB"
"77","13133","Samaje Perine","CIN",258.68,227.165,29.235,0.65,16,106.764,"Veteran (3+ yrs)",9,95.0888888888889,11.6751111111111,3.66399999999999,95.8,18.2259562163416,5,57,197.56,-90.796,57,1.236,113,170.6,103.1,"RB"
"78","17482","Mike Washington","LVR",189.13,158.085,17.9481259467388,0.52,17,103.44,"Rookie/No History",NA,NA,NA,NA,104.2,20.7545898538131,5,58,197.56,-94.12,58,3.6425,NA,NA,NA,"RB"
"79","13610","Nick Chubb","FA",319.86,NA,NA,0.47,16,102.9,"Veteran (3+ yrs)",8,220.675,-117.775,-22,102.9,NA,1,59,197.56,-94.66,59,NA,100,370,124.9,"RB"
"80","14852","Antonio Gibson","FA",359.2,NA,NA,0.73,17,100.7,"Veteran (3+ yrs)",6,179.883333333333,-79.1833333333333,76,100.7,NA,1,60,197.56,-96.86,60,NA,83,304.5,24.7,"RB"
"81","16211","Puka Nacua","LAR",4.44,5.358,1.39416498306334,0.03,1,352.908571428571,"Veteran (3+ yrs)",3,296.666666666667,56.2419047619047,-25.0914285714286,343.88,15.3767697394169,6,1,181.81,171.098571428571,1,53.88,44,378,378,"WR"
"82","15281","Ja'Marr Chase","CIN",2.45,4.536,1.38683236189527,0.04,1,345.494285714286,"Veteran (3+ yrs)",5,306.524,38.9702857142857,30.9942857142856,340.2,14.252108448861,6,2,181.81,163.684285714286,2,59.3505,78,403.9,314.5,"WR"
